TYPE,YEAR_MONTH_KEY,ZONE,TOTAL_TRIPS,RANK
DROPOFF,2017-06,Midtown East,24889,8
DROPOFF,2017-06,Midtown Center,24230,9
DROPOFF,2017-06,Upper West Side South,23142,10
PICKUP,2017-06,,109256,1
PICKUP,2017-06,Upper East Side South,52687,2
PICKUP,2017-06,Upper East Side North,44237,3
PICKUP,2017-06,Upper East Side North,43502,4
PICKUP,2017-06,Upper East Side South,40730,5
PICKUP,2017-06,Upper West Side South,25267,6
PICKUP,2017-06,Upper West Side South,24984,7
PICKUP,2017-06,Upper East Side South,24889,8
PICKUP,2017-06,Upper East Side South,24230,9
PICKUP,2017-06,Lincoln Square East,23142,10
DROPOFF,2017-07,,88844,1
DROPOFF,2017-07,Upper East Side North,35077,2
DROPOFF,2017-07,Upper East Side South,30302,3
DROPOFF,2017-07,Upper East Side South,29075,4
DROPOFF,2017-07,Upper East Side North,28870,5
DROPOFF,2017-07,Midtown East,21034,6
DROPOFF,2017-07,Lincoln Square East,19922,7
DROPOFF,2017-07,Upper West Side North,19474,8
DROPOFF,2017-07,Midtown Center,19367,9
DROPOFF,2017-07,Upper East Side South,18686,10
PICKUP,2017-07,,88844,1
PICKUP,2017-07,Upper East Side South,35077,2
PICKUP,2017-07,Upper East Side South,30302,3
PICKUP,2017-07,Upper East Side North,29075,4
PICKUP,2017-07,Upper East Side North,28870,5
PICKUP,2017-07,Upper East Side South,21034,6
PICKUP,2017-07,Upper West Side South,19922,7
PICKUP,2017-07,Upper West Side South,19474,8
PICKUP,2017-07,Upper East Side South,19367,9
PICKUP,2017-07,Midtown Center,18686,10
DROPOFF,2017-08,,82604,1
DROPOFF,2017-08,Upper East Side North,34107,2
DROPOFF,2017-08,Upper East Side South,30122,3
DROPOFF,2017-08,Upper East Side South,29436,4
DROPOFF,2017-08,Upper East Side North,27336,5
DROPOFF,2017-08,Midtown East,22358,6
DROPOFF,2017-08,Midtown Center,19994,7
DROPOFF,2017-08,Times Sq/Theatre District,19784,8
DROPOFF,2017-08,Midtown Center,19685,9
DROPOFF,2017-08,Upper East Side South,19489,10
PICKUP,2017-08,,82604,1
PICKUP,2017-08,Upper East Side South,34107,2
PICKUP,2017-08,Upper East Side South,30122,3
PICKUP,2017-08,Upper East Side North,29436,4
PICKUP,2017-08,Upper East Side North,27336,5
PICKUP,2017-08,Upper East Side South,22358,6
PICKUP,2017-08,Penn Station/Madison Sq West,19994,7
PICKUP,2017-08,Penn Station/Madison Sq West,19784,8
PICKUP,2017-08,Upper East Side South,19685,9
PICKUP,2017-08,Midtown Center,19489,10
DROPOFF,2017-09,,91325,1
DROPOFF,2017-09,Upper East Side North,51236,2
DROPOFF,2017-09,Upper East Side South,43533,3
DROPOFF,2017-09,Upper East Side North,41669,4
DROPOFF,2017-09,Upper East Side South,39541,5
DROPOFF,2017-09,Upper West Side North,23379,6
DROPOFF,2017-09,Lincoln Square East,23264,7
DROPOFF,2017-09,Midtown East,23130,8
DROPOFF,2017-09,Upper West Side South,21510,9
DROPOFF,2017-09,Upper West Side South,20359,10
PICKUP,2017-09,,91325,1
PICKUP,2017-09,Upper East Side South,51236,2
PICKUP,2017-09,Upper East Side North,43533,3
PICKUP,2017-09,Upper East Side North,41669,4
PICKUP,2017-09,Upper East Side South,39541,5
PICKUP,2017-09,Upper West Side South,23379,6
PICKUP,2017-09,Upper West Side South,23264,7
PICKUP,2017-09,Upper East Side South,23130,8
PICKUP,2017-09,Lincoln Square East,21510,9
PICKUP,2017-09,Upper West Side North,20359,10
DROPOFF,2017-10,,109080,1
DROPOFF,2017-10,Upper East Side North,58496,2
DROPOFF,2017-10,Upper East Side South,47736,3
DROPOFF,2017-10,Upper East Side North,47340,4
DROPOFF,2017-10,Upper East Side South,45284,5
DROPOFF,2017-10,Midtown East,26185,6
DROPOFF,2017-10,Lincoln Square East,25581,7
DROPOFF,2017-10,Upper West Side North,25273,8
DROPOFF,2017-10,Upper West Side South,25209,9
DROPOFF,2017-10,Midtown Center,24521,10
PICKUP,2017-10,,109080,1
PICKUP,2017-10,Upper East Side South,58496,2
PICKUP,2017-10,Upper East Side North,47736,3
PICKUP,2017-10,Upper East Side North,47340,4
PICKUP,2017-10,Upper East Side South,45284,5
PICKUP,2017-10,Upper East Side South,26185,6
PICKUP,2017-10,Upper West Side South,25581,7
PICKUP,2017-10,Upper West Side South,25273,8
PICKUP,2017-10,Lincoln Square East,25209,9
PICKUP,2017-10,Upper East Side South,24521,10
DROPOFF,2017-11,,126705,1
DROPOFF,2017-11,Upper East Side North,58426,2
DROPOFF,2017-11,Upper East Side North,48562,3
DROPOFF,2017-11,Upper East Side South,46266,4
DROPOFF,2017-11,Upper East Side South,45250,5
DROPOFF,2017-11,Upper West Side North,26828,6
DROPOFF,2017-11,Lincoln Square East,26261,7
DROPOFF,2017-11,Midtown East,25446,8
DROPOFF,2017-11,Upper West Side South,25438,9
DROPOFF,2017-11,Midtown Center,23916,10
PICKUP,2017-11,,126705,1
PICKUP,2017-11,Upper East Side South,58426,2
PICKUP,2017-11,Upper East Side North,48562,3
PICKUP,2017-11,Upper East Side North,46266,4
PICKUP,2017-11,Upper East Side South,45250,5
PICKUP,2017-11,Upper West Side South,26828,6
PICKUP,2017-11,Upper West Side South,26261,7
PICKUP,2017-11,Upper East Side South,25446,8
PICKUP,2017-11,Lincoln Square East,25438,9
PICKUP,2017-11,Upper East Side South,23916,10
DROPOFF,2017-12,,145370,1
DROPOFF,2017-12,Upper East Side North,59386,2
DROPOFF,2017-12,Upper East Side North,51366,3
DROPOFF,2017-12,Upper East Side South,48915,4
DROPOFF,2017-12,Upper East Side South,46890,5
DROPOFF,2017-12,Upper West Side North,29725,6
DROPOFF,2017-12,Lincoln Square East,29515,7
DROPOFF,2017-12,Upper West Side South,28597,8
DROPOFF,2017-12,Times Sq/Theatre District,26412,9
DROPOFF,2017-12,Midtown East,25737,10
PICKUP,2017-12,,145370,1
PICKUP,2017-12,Upper East Side South,59386,2
PICKUP,2017-12,Upper East Side North,51366,3
PICKUP,2017-12,Upper East Side North,48915,4
PICKUP,2017-12,Upper East Side South,46890,5
PICKUP,2017-12,Upper West Side South,29725,6
PICKUP,2017-12,Upper West Side South,29515,7
PICKUP,2017-12,Lincoln Square East,28597,8
PICKUP,2017-12,Penn Station/Madison Sq West,26412,9
PICKUP,2017-12,Upper East Side South,25737,10
DROPOFF,2018-01,,130185,1
DROPOFF,2018-01,Upper East Side North,54428,2
DROPOFF,2018-01,Upper East Side North,49535,3
DROPOFF,2018-01,Upper East Side South,45062,4
DROPOFF,2018-01,Upper East Side South,41235,5
DROPOFF,2018-01,Upper West Side North,27653,6
DROPOFF,2018-01,Lincoln Square East,26150,7
DROPOFF,2018-01,Upper West Side South,24604,8
DROPOFF,2018-01,Upper West Side South,23174,9
DROPOFF,2018-01,Upper East Side North,22225,10
PICKUP,2018-01,,130185,1
PICKUP,2018-01,Upper East Side South,54428,2
PICKUP,2018-01,Upper East Side North,49535,3
PICKUP,2018-01,Upper East Side North,45062,4
PICKUP,2018-01,Upper East Side South,41235,5
PICKUP,2018-01,Upper West Side South,27653,6
PICKUP,2018-01,Upper West Side South,26150,7
PICKUP,2018-01,Lincoln Square East,24604,8
PICKUP,2018-01,Upper West Side North,23174,9
PICKUP,2018-01,Lenox Hill West,22225,10
DROPOFF,2018-02,,110607,1
DROPOFF,2018-02,Upper East Side North,50400,2
DROPOFF,2018-02,Upper East Side North,45390,3
DROPOFF,2018-02,Upper East Side South,41737,4
DROPOFF,2018-02,Upper East Side South,38490,5
DROPOFF,2018-02,Upper West Side North,25746,6
DROPOFF,2018-02,Upper West Side South,23500,7
DROPOFF,2018-02,Lincoln Square East,23131,8
DROPOFF,2018-02,Upper West Side South,21897,9
DROPOFF,2018-02,Midtown East,20975,10
PICKUP,2018-02,,110607,1
PICKUP,2018-02,Upper East Side South,50400,2
PICKUP,2018-02,Upper East Side North,45390,3
PICKUP,2018-02,Upper East Side North,41737,4
PICKUP,2018-02,Upper East Side South,38490,5
PICKUP,2018-02,Upper West Side South,25746,6
PICKUP,2018-02,Lincoln Square East,23500,7
PICKUP,2018-02,Upper West Side South,23131,8
PICKUP,2018-02,Upper West Side North,21897,9
PICKUP,2018-02,Upper East Side South,20975,10
DROPOFF,2018-03,,130908,1
DROPOFF,2018-03,Upper East Side North,50674,2
DROPOFF,2018-03,Upper East Side North,46106,3
DROPOFF,2018-03,Upper East Side South,42912,4
DROPOFF,2018-03,Upper East Side South,40747,5
DROPOFF,2018-03,Upper West Side North,26858,6
DROPOFF,2018-03,Lincoln Square East,25549,7
DROPOFF,2018-03,Midtown East,24244,8
DROPOFF,2018-03,Upper West Side South,24050,9
DROPOFF,2018-03,Upper West Side South,22373,10
PICKUP,2018-03,,130908,1
PICKUP,2018-03,Upper East Side South,50674,2
PICKUP,2018-03,Upper East Side North,46106,3
PICKUP,2018-03,Upper East Side North,42912,4
PICKUP,2018-03,Upper East Side South,40747,5
PICKUP,2018-03,Upper West Side South,26858,6
PICKUP,2018-03,Upper West Side South,25549,7
PICKUP,2018-03,Upper East Side South,24244,8
PICKUP,2018-03,Lincoln Square East,24050,9
PICKUP,2018-03,Upper West Side North,22373,10
DROPOFF,2018-04,,119512,1
DROPOFF,2018-04,Upper East Side North,56218,2
DROPOFF,2018-04,Upper East Side North,47892,3
DROPOFF,2018-04,Upper East Side South,46890,4
DROPOFF,2018-04,Upper East Side South,44085,5
DROPOFF,2018-04,Upper West Side North,25732,6
DROPOFF,2018-04,Lincoln Square East,25380,7
DROPOFF,2018-04,Upper West Side South,24138,8
DROPOFF,2018-04,Midtown Center,23884,9
DROPOFF,2018-04,Midtown East,23669,10
PICKUP,2018-04,,119512,1
PICKUP,2018-04,Upper East Side South,56218,2
PICKUP,2018-04,Upper East Side North,47892,3
PICKUP,2018-04,Upper East Side North,46890,4
PICKUP,2018-04,Upper East Side South,44085,5
PICKUP,2018-04,Upper West Side South,25732,6
PICKUP,2018-04,Upper West Side South,25380,7
PICKUP,2018-04,Lincoln Square East,24138,8
PICKUP,2018-04,Upper East Side South,23884,9
PICKUP,2018-04,Upper East Side South,23669,10
DROPOFF,2018-05,,98802,1
DROPOFF,2018-05,Upper East Side North,59711,2
DROPOFF,2018-05,Upper East Side South,50030,3
DROPOFF,2018-05,Upper East Side North,48363,4
DROPOFF,2018-05,Upper East Side South,45833,5
DROPOFF,2018-05,Lincoln Square East,25781,6
DROPOFF,2018-05,Upper West Side North,25529,7
DROPOFF,2018-05,Midtown Center,25082,8
DROPOFF,2018-05,Midtown East,24549,9
DROPOFF,2018-05,Upper West Side South,23776,10
PICKUP,2018-05,,98802,1
PICKUP,2018-05,Upper East Side South,59711,2
PICKUP,2018-05,Upper East Side North,50030,3
PICKUP,2018-05,Upper East Side North,48363,4
PICKUP,2018-05,Upper East Side South,45833,5
PICKUP,2018-05,Upper West Side South,25781,6
PICKUP,2018-05,Upper West Side South,25529,7
PICKUP,2018-05,Upper East Side South,25082,8
PICKUP,2018-05,Upper East Side South,24549,9
PICKUP,2018-05,Lincoln Square East,23776,10
DROPOFF,2018-06,,97309,1
DROPOFF,2018-06,Upper East Side North,49290,2
DROPOFF,2018-06,Upper East Side South,41673,3
DROPOFF,2018-06,Upper East Side North,39017,4
DROPOFF,2018-06,Upper East Side South,38919,5
DROPOFF,2018-06,Lincoln Square East,23919,6
DROPOFF,2018-06,Midtown East,23621,7
DROPOFF,2018-06,Upper West Side North,23120,8
DROPOFF,2018-06,Midtown Center,21923,9
DROPOFF,2018-06,Upper West Side South,21861,10
PICKUP,2018-06,,97309,1
PICKUP,2018-06,Upper East Side South,49290,2
PICKUP,2018-06,Upper East Side North,41673,3
PICKUP,2018-06,Upper East Side North,39017,4
PICKUP,2018-06,Upper East Side South,38919,5
PICKUP,2018-06,Upper West Side South,23919,6
PICKUP,2018-06,Upper East Side South,23621,7
PICKUP,2018-06,Upper West Side South,23120,8
PICKUP,2018-06,Upper East Side South,21923,9
PICKUP,2018-06,Lincoln Square East,21861,10
DROPOFF,2018-07,,90701,1
DROPOFF,2018-07,Upper East Side North,34861,2
DROPOFF,2018-07,Upper East Side South,30109,3
DROPOFF,2018-07,Upper East Side South,29198,4
DROPOFF,2018-07,Upper East Side North,27817,5
DROPOFF,2018-07,Midtown East,21427,6
DROPOFF,2018-07,Lincoln Square East,19665,7
DROPOFF,2018-07,Midtown Center,19030,8
DROPOFF,2018-07,Midtown Center,18909,9
DROPOFF,2018-07,Upper West Side North,18546,10
PICKUP,2018-07,,90701,1
PICKUP,2018-07,Upper East Side South,34861,2
PICKUP,2018-07,Upper East Side South,30109,3
PICKUP,2018-07,Upper East Side North,29198,4
PICKUP,2018-07,Upper East Side North,27817,5
PICKUP,2018-07,Upper East Side South,21427,6
PICKUP,2018-07,Upper West Side South,19665,7
PICKUP,2018-07,Penn Station/Madison Sq West,19030,8
PICKUP,2018-07,Upper East Side South,18909,9
PICKUP,2018-07,Upper West Side South,18546,10
DROPOFF,2018-08,,82022,1
DROPOFF,2018-08,Upper East Side North,33561,2
DROPOFF,2018-08,Upper East Side South,29749,3
DROPOFF,2018-08,Upper East Side South,28759,4
DROPOFF,2018-08,Upper East Side North,27077,5
DROPOFF,2018-08,Midtown East,20737,6
DROPOFF,2018-08,Midtown Center,20255,7
DROPOFF,2018-08,Midtown Center,18972,8
DROPOFF,2018-08,Lincoln Square East,18929,9
DROPOFF,2018-08,Times Sq/Theatre District,18467,10
PICKUP,2018-08,,82022,1
PICKUP,2018-08,Upper East Side South,33561,2
PICKUP,2018-08,Upper East Side South,29749,3
PICKUP,2018-08,Upper East Side North,28759,4
PICKUP,2018-08,Upper East Side North,27077,5
PICKUP,2018-08,Upper East Side South,20737,6
PICKUP,2018-08,Penn Station/Madison Sq West,20255,7
PICKUP,2018-08,Upper East Side South,18972,8
PICKUP,2018-08,Upper West Side South,18929,9
PICKUP,2018-08,Penn Station/Madison Sq West,18467,10
DROPOFF,2018-09,,83418,1
DROPOFF,2018-09,Upper East Side North,50446,2
DROPOFF,2018-09,Upper East Side South,43096,3
DROPOFF,2018-09,Upper East Side North,40583,4
DROPOFF,2018-09,Upper East Side South,39242,5
DROPOFF,2018-09,Upper West Side North,22636,6
DROPOFF,2018-09,Lincoln Square East,22473,7
DROPOFF,2018-09,Midtown East,21520,8
DROPOFF,2018-09,Upper West Side South,20629,9
DROPOFF,2018-09,Upper West Side South,20008,10
PICKUP,2018-09,,83418,1
PICKUP,2018-09,Upper East Side South,50446,2
PICKUP,2018-09,Upper East Side North,43096,3
PICKUP,2018-09,Upper East Side North,40583,4
PICKUP,2018-09,Upper East Side South,39242,5
PICKUP,2018-09,Upper West Side South,22636,6
PICKUP,2018-09,Upper West Side South,22473,7
PICKUP,2018-09,Upper East Side South,21520,8
PICKUP,2018-09,Lincoln Square East,20629,9
PICKUP,2018-09,Upper West Side North,20008,10
DROPOFF,2018-10,,118322,1
DROPOFF,2018-10,Upper East Side North,59813,2
DROPOFF,2018-10,Upper East Side South,49642,3
DROPOFF,2018-10,Upper East Side North,48058,4
DROPOFF,2018-10,Upper East Side South,45202,5
DROPOFF,2018-10,Upper West Side North,25251,6
DROPOFF,2018-10,Lincoln Square East,24618,7
DROPOFF,2018-10,Midtown East,24333,8
DROPOFF,2018-10,Midtown Center,23248,9
DROPOFF,2018-10,Upper West Side South,23217,10
PICKUP,2018-10,,118322,1
PICKUP,2018-10,Upper East Side South,59813,2
PICKUP,2018-10,Upper East Side North,49642,3
PICKUP,2018-10,Upper East Side North,48058,4
PICKUP,2018-10,Upper East Side South,45202,5
PICKUP,2018-10,Upper West Side South,25251,6
PICKUP,2018-10,Upper West Side South,24618,7
PICKUP,2018-10,Upper East Side South,24333,8
PICKUP,2018-10,Upper East Side South,23248,9
PICKUP,2018-10,Lincoln Square East,23217,10
DROPOFF,2018-11,,121897,1
DROPOFF,2018-11,Upper East Side North,55606,2
DROPOFF,2018-11,Upper East Side North,46967,3
DROPOFF,2018-11,Upper East Side South,46741,4
DROPOFF,2018-11,Upper East Side South,43915,5
DROPOFF,2018-11,Upper West Side North,25453,6
DROPOFF,2018-11,Upper West Side South,24533,7
DROPOFF,2018-11,Lincoln Square East,24088,8
DROPOFF,2018-11,Upper West Side South,21851,9
DROPOFF,2018-11,Midtown East,21797,10
PICKUP,2018-11,,121897,1
PICKUP,2018-11,Upper East Side South,55606,2
PICKUP,2018-11,Upper East Side North,46967,3
PICKUP,2018-11,Upper East Side North,46741,4
PICKUP,2018-11,Upper East Side South,43915,5
PICKUP,2018-11,Upper West Side South,25453,6
PICKUP,2018-11,Lincoln Square East,24533,7
PICKUP,2018-11,Upper West Side South,24088,8
PICKUP,2018-11,Upper West Side North,21851,9
PICKUP,2018-11,Upper East Side South,21797,10
DROPOFF,2018-12,,134154,1
DROPOFF,2018-12,Upper East Side North,55221,2
DROPOFF,2018-12,Upper East Side North,47652,3
DROPOFF,2018-12,Upper East Side South,46988,4
DROPOFF,2018-12,Upper East Side South,44159,5
DROPOFF,2018-12,Upper West Side North,25961,6
DROPOFF,2018-12,Lincoln Square East,25551,7
DROPOFF,2018-12,Upper West Side South,24778,8
DROPOFF,2018-12,Times Sq/Theatre District,22501,9
DROPOFF,2018-12,Upper West Side South,22441,10
PICKUP,2018-12,,134154,1
PICKUP,2018-12,Upper East Side South,55221,2
PICKUP,2018-12,Upper East Side North,47652,3
PICKUP,2018-12,Upper East Side North,46988,4
PICKUP,2018-12,Upper East Side South,44159,5
PICKUP,2018-12,Upper West Side South,25961,6
PICKUP,2018-12,Upper West Side South,25551,7
PICKUP,2018-12,Lincoln Square East,24778,8
PICKUP,2018-12,Penn Station/Madison Sq West,22501,9
PICKUP,2018-12,Upper West Side North,22441,10
DROPOFF,2019-01,,138280,1
DROPOFF,2019-01,Upper East Side North,51052,2
DROPOFF,2019-01,Upper East Side North,47645,3
DROPOFF,2019-01,Upper East Side South,43305,4
DROPOFF,2019-01,Upper East Side South,39809,5
DROPOFF,2019-01,Upper West Side North,25654,6
DROPOFF,2019-01,Lincoln Square East,23341,7
DROPOFF,2019-01,Upper West Side South,22418,8
DROPOFF,2019-01,Upper West Side South,22092,9
DROPOFF,2019-01,Upper East Side North,20434,10
PICKUP,2019-01,,138280,1
PICKUP,2019-01,Upper East Side South,51052,2
PICKUP,2019-01,Upper East Side North,47645,3
PICKUP,2019-01,Upper East Side North,43305,4
PICKUP,2019-01,Upper East Side South,39809,5
PICKUP,2019-01,Upper West Side South,25654,6
PICKUP,2019-01,Upper West Side South,23341,7
PICKUP,2019-01,Lincoln Square East,22418,8
PICKUP,2019-01,Upper West Side North,22092,9
PICKUP,2019-01,Lenox Hill West,20434,10
DROPOFF,2019-02,,54318,1
DROPOFF,2019-02,Upper East Side North,43764,2
DROPOFF,2019-02,Upper East Side North,40165,3
DROPOFF,2019-02,Upper East Side South,37391,4
DROPOFF,2019-02,Upper East Side South,34366,5
DROPOFF,2019-02,Upper West Side North,21050,6
DROPOFF,2019-02,Lincoln Square East,19763,7
DROPOFF,2019-02,Upper West Side South,19290,8
DROPOFF,2019-02,Upper West Side South,18274,9
DROPOFF,2019-02,Midtown East,17655,10
PICKUP,2019-02,,54318,1
PICKUP,2019-02,Upper East Side South,43764,2
PICKUP,2019-02,Upper East Side North,40165,3
PICKUP,2019-02,Upper East Side North,37391,4
PICKUP,2019-02,Upper East Side South,34366,5
PICKUP,2019-02,Upper West Side South,21050,6
PICKUP,2019-02,Upper West Side South,19763,7
PICKUP,2019-02,Lincoln Square East,19290,8
PICKUP,2019-02,Upper West Side North,18274,9
PICKUP,2019-02,Upper East Side South,17655,10
DROPOFF,2019-03,Upper East Side North,44151,1
DROPOFF,2019-03,Upper East Side North,39226,2
DROPOFF,2019-03,,39215,3
DROPOFF,2019-03,Upper East Side South,37751,4
DROPOFF,2019-03,Upper East Side South,36364,5
DROPOFF,2019-03,Upper West Side North,21820,6
DROPOFF,2019-03,Lincoln Square East,21155,7
DROPOFF,2019-03,Upper West Side South,20434,8
DROPOFF,2019-03,Upper East Side South,20068,9
DROPOFF,2019-03,Upper West Side South,19048,10
PICKUP,2019-03,Upper East Side South,44151,1
PICKUP,2019-03,Upper East Side North,39226,2
PICKUP,2019-03,,39215,3
PICKUP,2019-03,Upper East Side North,37751,4
PICKUP,2019-03,Upper East Side South,36364,5
PICKUP,2019-03,Upper West Side South,21820,6
PICKUP,2019-03,Upper West Side South,21155,7
PICKUP,2019-03,Lincoln Square East,20434,8
PICKUP,2019-03,Midtown Center,20068,9
PICKUP,2019-03,Upper West Side North,19048,10
DROPOFF,2019-04,,57286,1
DROPOFF,2019-04,Upper East Side North,50068,2
DROPOFF,2019-04,Upper East Side South,42741,3
DROPOFF,2019-04,Upper East Side North,42075,4
DROPOFF,2019-04,Upper East Side South,40019,5
DROPOFF,2019-04,Upper East Side South,20966,6
DROPOFF,2019-04,Upper West Side North,20258,7
DROPOFF,2019-04,Midtown Center,20037,8
DROPOFF,2019-04,Lincoln Square East,19569,9
DROPOFF,2019-04,Midtown East,19169,10
PICKUP,2019-04,,57286,1
PICKUP,2019-04,Upper East Side South,50068,2
PICKUP,2019-04,Upper East Side North,42741,3
PICKUP,2019-04,Upper East Side North,42075,4
PICKUP,2019-04,Upper East Side South,40019,5
PICKUP,2019-04,Midtown Center,20966,6
PICKUP,2019-04,Upper West Side South,20258,7
PICKUP,2019-04,Upper East Side South,20037,8
PICKUP,2019-04,Upper West Side South,19569,9
PICKUP,2019-04,Upper East Side South,19169,10
DROPOFF,2019-05,,53032,1
DROPOFF,2019-05,Upper East Side North,52303,2
DROPOFF,2019-05,Upper East Side South,44329,3
DROPOFF,2019-05,Upper East Side North,43334,4
DROPOFF,2019-05,Upper East Side South,42260,5
DROPOFF,2019-05,Upper West Side North,21250,6
DROPOFF,2019-05,Lincoln Square East,21216,7
DROPOFF,2019-05,Midtown Center,20771,8
DROPOFF,2019-05,Midtown East,20626,9
DROPOFF,2019-05,Upper East Side South,20040,10
PICKUP,2019-05,,53032,1
PICKUP,2019-05,Upper East Side South,52303,2
PICKUP,2019-05,Upper East Side North,44329,3
PICKUP,2019-05,Upper East Side North,43334,4
PICKUP,2019-05,Upper East Side South,42260,5
PICKUP,2019-05,Upper West Side South,21250,6
PICKUP,2019-05,Upper West Side South,21216,7
PICKUP,2019-05,Upper East Side South,20771,8
PICKUP,2019-05,Upper East Side South,20626,9
PICKUP,2019-05,Midtown Center,20040,10
DROPOFF,2019-06,,47287,1
DROPOFF,2019-06,Upper East Side North,42785,2
DROPOFF,2019-06,Upper East Side South,36297,3
DROPOFF,2019-06,Upper East Side South,34003,4
DROPOFF,2019-06,Upper East Side North,33709,5
DROPOFF,2019-06,Midtown East,18853,6
DROPOFF,2019-06,Midtown Center,18614,7
DROPOFF,2019-06,Upper West Side North,18357,8
DROPOFF,2019-06,Upper East Side South,17944,9
DROPOFF,2019-06,Lincoln Square East,17774,10
PICKUP,2019-06,,47287,1
PICKUP,2019-06,Upper East Side South,42785,2
PICKUP,2019-06,Upper East Side North,36297,3
PICKUP,2019-06,Upper East Side South,34003,4
PICKUP,2019-06,Upper East Side North,33709,5
PICKUP,2019-06,Upper East Side South,18853,6
PICKUP,2019-06,Upper East Side South,18614,7
PICKUP,2019-06,Upper West Side South,18357,8
PICKUP,2019-06,Midtown Center,17944,9
PICKUP,2019-06,Upper West Side South,17774,10
DROPOFF,2019-07,,38482,1
DROPOFF,2019-07,Upper East Side North,31027,2
DROPOFF,2019-07,Upper East Side South,27495,3
DROPOFF,2019-07,Upper East Side South,26733,4
DROPOFF,2019-07,Upper East Side North,25370,5
DROPOFF,2019-07,Midtown East,17606,6
DROPOFF,2019-07,Midtown Center,16487,7
DROPOFF,2019-07,Times Sq/Theatre District,15584,8
